"","Temperature....Celsius.","Year","Statistics","Country","ISO3"
"477",26.42,2000," Sep Average"," India"," IND"
"478",25.8024,2000," Oct Average"," India"," IND"
"479",21.9724,2000," Nov Average"," India"," IND"
"480",18.2372,2000," Dec Average"," India"," IND"
"481",17.4562,2001," Jan Average"," India"," IND"
"482",20.4941,2001," Feb Average"," India"," IND"
"483",24.2386,2001," Mar Average"," India"," IND"
"484",27.7312,2001," Apr Average"," India"," IND"
"485",30.3462,2001," May Average"," India"," IND"
"486",28.3314,2001," Jun Average"," India"," IND"
"487",26.9426,2001," Jul Average"," India"," IND"
"488",26.762,2001," Aug Average"," India"," IND"
"489",27.0471,2001," Sep Average"," India"," IND"
"490",25.5145,2001," Oct Average"," India"," IND"
"491",22.0779,2001," Nov Average"," India"," IND"
"492",18.6419,2001," Dec Average"," India"," IND"
"493",17.3741,2002," Jan Average"," India"," IND"
"494",20.0734,2002," Feb Average"," India"," IND"
"495",24.7126,2002," Mar Average"," India"," IND"
"496",28.7402,2002," Apr Average"," India"," IND"
"497",30.9648,2002," May Average"," India"," IND"
"498",29.5096,2002," Jun Average"," India"," IND"
"499",28.1199,2002," Jul Average"," India"," IND"
"500",26.5609,2002," Aug Average"," India"," IND"
"501",26.2396,2002," Sep Average"," India"," IND"
"502",25.4504,2002," Oct Average"," India"," IND"
"503",21.6592,2002," Nov Average"," India"," IND"
"504",18.9621,2002," Dec Average"," India"," IND"
"505",17.4519,2003," Jan Average"," India"," IND"
"506",20.155,2003," Feb Average"," India"," IND"
"507",23.8319,2003," Mar Average"," India"," IND"
"508",28.6383,2003," Apr Average"," India"," IND"
"509",30.2158,2003," May Average"," India"," IND"
"510",30.1649,2003," Jun Average"," India"," IND"
"511",27.1043,2003," Jul Average"," India"," IND"
"512",26.7259,2003," Aug Average"," India"," IND"
"513",26.2739,2003," Sep Average"," India"," IND"
"514",25.0117,2003," Oct Average"," India"," IND"
"515",21.6858,2003," Nov Average"," India"," IND"
"516",18.1301,2003," Dec Average"," India"," IND"
"517",17.2442,2004," Jan Average"," India"," IND"
"518",19.8861,2004," Feb Average"," India"," IND"
"519",25.857,2004," Mar Average"," India"," IND"
"520",28.9461,2004," Apr Average"," India"," IND"
"521",30.0187,2004," May Average"," India"," IND"
"522",28.7783,2004," Jun Average"," India"," IND"
"523",27.6141,2004," Jul Average"," India"," IND"
"524",26.4586,2004," Aug Average"," India"," IND"
"525",26.9039,2004," Sep Average"," India"," IND"
"526",24.4053,2004," Oct Average"," India"," IND"
"527",21.5748,2004," Nov Average"," India"," IND"
"528",18.7432,2004," Dec Average"," India"," IND"
"529",17.3756,2005," Jan Average"," India"," IND"
"530",19.8224,2005," Feb Average"," India"," IND"
"531",24.499,2005," Mar Average"," India"," IND"
"532",27.6443,2005," Apr Average"," India"," IND"
"533",29.6307,2005," May Average"," India"," IND"
"534",30.4226,2005," Jun Average"," India"," IND"
"535",27.1435,2005," Jul Average"," India"," IND"
"536",26.9353,2005," Aug Average"," India"," IND"
"537",26.5755,2005," Sep Average"," India"," IND"
"538",24.8287,2005," Oct Average"," India"," IND"
"539",20.9738,2005," Nov Average"," India"," IND"
"540",17.6351,2005," Dec Average"," India"," IND"
"541",17.8886,2006," Jan Average"," India"," IND"
"542",21.7129,2006," Feb Average"," India"," IND"
"543",23.7783,2006," Mar Average"," India"," IND"
"544",27.9277,2006," Apr Average"," India"," IND"
"545",30.3561,2006," May Average"," India"," IND"
"546",29.1346,2006," Jun Average"," India"," IND"
"547",27.3209,2006," Jul Average"," India"," IND"
"548",26.4807,2006," Aug Average"," India"," IND"
"549",26.6491,2006," Sep Average"," India"," IND"
"550",25.5502,2006," Oct Average"," India"," IND"
"551",21.9469,2006," Nov Average"," India"," IND"
"552",18.7532,2006," Dec Average"," India"," IND"
"553",17.8386,2007," Jan Average"," India"," IND"
"554",20.068,2007," Feb Average"," India"," IND"
"555",23.8671,2007," Mar Average"," India"," IND"
"556",28.8168,2007," Apr Average"," India"," IND"
"557",30.2312,2007," May Average"," India"," IND"
"558",29.4108,2007," Jun Average"," India"," IND"
